x	y	class	name	color
83.09325396825398	24.404761904761905		necros	16776960
202.16666666666666	19.833333333333332		necros	16776960
33.15017064846416	29.273037542662117		necros	16776960
59.795539033457246	35.87360594795539		necros	16776960
42.529411764705884	46.470588235294116		necros	16776960
73.40412979351032	60.18289085545723		necros	16776960
50.810344827586206	62.202586206896555		necros	16776960
57.17	89.555		necros	16776960
191.2781954887218	85.97368421052632		necros	16776960
76.52158894645942	90.06217616580311		necros	16776960
4.064814814814815	98.9074074074074		necros	16776960
102.54748603351955	116.33798882681565		necros	16776960
203.93682588597844	139.21417565485362		necros	16776960
82.20253164556962	143.02848101265823		necros	16776960
129.70044052863437	140.73568281938327		necros	16776960
108.91316526610645	154.3375350140056		necros	16776960
141.2642487046632	166.79274611398964		necros	16776960
56.0813492063492	176.55555555555554		necros	16776960
182.87764350453173	186.32477341389728		necros	16776960
209.91040462427745	198.48265895953756		necros	16776960
111.6	200.2829268292683		necros	16776960
68.09830508474576	208.37966101694914		necros	16776960
85.09278350515464	210.42611683848799		necros	16776960
219.23008849557522	216.1504424778761		necros	16776960
