x	y	class	name	color
173.625	6.355263157894737		connec	255
200.7828947368421	3.710526315789474		connec	255
134.19612903225806	14.206451612903226		connec	255
194.2099173553719	18.978512396694214		connec	255
219.10714285714286	17.753968253968253		connec	255
165.23087071240104	34.810026385224276		connec	255
36.76744186046511	25.27906976744186		neopla	16711680
200.73611111111111	35.99652777777778		connec	255
122.31451612903226	49.38575268817205		connec	255
64.51724137931035	43.48275862068966		neopla	16711680
144.47761194029852	49.492537313432834		neopla	16711680
195.3025048169557	55.385356454720615		connec	255
8.333333333333334	59.696969696969695		neopla	16711680
154.70027247956403	73.15531335149863		connec	255
102.08155583437892	82.54579673776662		connec	255
151.42391304347825	110.6893115942029		connec	255
91.69614711033275	116.93169877408056		connec	255
29.540037243947857	113.75046554934823		connec	255
54.989020270270274	136.12922297297297		connec	255
155.45872420262663	133.03189493433396		connec	255
24.425165562913907	148.99205298013246		connec	255
7.065420560747664	136.71028037383178		connec	255
177.8	142.3658536585366		connec	255
84.13498622589532	153.4366391184573		connec	255
215.24806201550388	144.48837209302326		neopla	16711680
166.57692307692307	151.54395604395603		connec	255
143.0612244897959	159.52154195011337		connec	255
108.47572815533981	163.15533980582524		connec	255
152.54752851711027	170.0532319391635		connec	255
7.022408963585434	185.38515406162466		connec	255
65.19084967320262	181.96601307189542		connec	255
130.17013888888889	179.23958333333334		connec	255
19.86774193548387	203.8537634408602		connec	255
110.03079710144928	193.3768115942029		connec	255
171.2134831460674	192.36329588014982		connec	255
149.9479768786127	195.0693641618497		connec	255
140.83333333333334	210.0		connec	255
118.89366053169735	215.9959100204499		connec	255
