x	y	class	name	color
173.0144927536232	3.246376811594203		connec	255
66.67894736842105	8.863157894736842		connec	255
121.68900804289544	5.994638069705094		connec	255
194.83090379008746	19.108454810495626		connec	255
95.5283381364073	15.451488952929875		connec	255
66.33333333333333	25.438095238095237		connec	255
123.79276773296245	30.73018080667594		connec	255
203.67559523809524	41.46875		connec	255
148.70807453416148	50.34472049689441		connec	255
128.20625	59.2125		connec	255
208.1925754060325	55.21345707656612		connec	255
78.6518691588785	62.773364485981304		connec	255
104.24289911851126	60.98726738491675		connec	255
158.33139534883722	64.81976744186046		connec	255
208.1669626998224	75.08170515097692		connec	255
151.57462686567163	80.80037313432835		connec	255
185.5748031496063	79.89173228346456		connec	255
92.84684684684684	90.25		connec	255
113.16625310173697	92.28287841191067		connec	255
128.90322580645162	92.31899641577061		connec	255
59.506203473945405	96.66004962779157		connec	255
202.73622508792496	104.92966002344666		connec	255
110.74780426599749	114.51442910915935		connec	255
134.7991967871486	115.28915662650603		connec	255
81.84317343173431	126.02214022140221		connec	255
200.20771756978652	134.28735632183907		connec	255
46.06827309236948	131.24899598393574		connec	255
58.395390070921984	136.86524822695034		connec	255
123.14666666666666	127.93333333333334		connec	255
134.66901408450704	135.43661971830986		connec	255
110.69108280254777	137.35668789808918		connec	255
91.4423076923077	150.61057692307693		connec	255
166.32183908045977	153.27586206896552		necros	16776960
118.49744897959184	155.54591836734693		connec	255
206.64415584415585	160.33636363636364		connec	255
93.903125	164.65		connec	255
75.79285714285714	175.37857142857143		connec	255
139.01538461538462	176.03076923076924		connec	255
205.2783882783883	182.23443223443223		connec	255
160.12	185.97333333333333		inflam	65280
127.41954022988506	195.04885057471265		connec	255
105.93429697766098	190.47963206307492		connec	255
209.45941807044412	199.14854517611025		connec	255
161.1031746031746	198.96031746031747		inflam	65280
94.94991055456171	210.00536672629696		connec	255
168.10994764397907	213.53403141361255		necros	16776960
210.6624203821656	217.1687898089172		connec	255
135.8586387434555	217.82722513089004		connec	255
