x	y	class	name	color
64.76724137931035	7.357758620689655		inflam	65280
141.69021739130434	7.092391304347826		inflam	65280
185.16190476190476	3.1619047619047618		inflam	65280
40.916363636363634	8.512727272727274		inflam	65280
107.53271028037383	9.841121495327103		inflam	65280
124.74820143884892	8.611510791366907		inflam	65280
176.11023622047244	8.330708661417322		necros	16776960
202.54978354978354	15.865800865800866		inflam	65280
100.0	24.34328358208955		inflam	65280
57.16216216216216	25.463963963963963		inflam	65280
144.24137931034483	25.992337164750957		inflam	65280
212.545	31.88		inflam	65280
86.17171717171718	34.74747474747475		inflam	65280
14.891891891891891	36.01801801801802		necros	16776960
175.13084112149534	38.862928348909655		inflam	65280
117.203125	39.609375		inflam	65280
29.86934673366834	44.15577889447236		inflam	65280
200.81632653061223	47.179591836734694		inflam	65280
218.65693430656935	50.48905109489051		inflam	65280
177.99507389162562	54.47290640394089		inflam	65280
103.8125	56.12083333333334		inflam	65280
118.4054054054054	54.945945945945944		inflam	65280
16.686274509803923	60.5		inflam	65280
148.28169014084506	63.475352112676056		inflam	65280
186.8785046728972	65.27102803738318		inflam	65280
69.89690721649484	66.11340206185567		inflam	65280
121.79	69.04		inflam	65280
46.04891304347826	71.45652173913044		inflam	65280
108.64685314685315	80.00699300699301		inflam	65280
88.19545454545454	78.86818181818182		inflam	65280
64.81889763779527	82.2244094488189		inflam	65280
139.5185185185185	79.8962962962963		inflam	65280
154.13671875	83.3515625		inflam	65280
181.3386454183267	88.2390438247012		necros	16776960
131.57894736842104	93.51196172248804		inflam	65280
200.44554455445544	93.26732673267327		necros	16776960
213.18539325842696	94.86516853932584		inflam	65280
79.52413793103449	95.62068965517241		necros	16776960
96.90526315789474	95.0421052631579		inflam	65280
163.71698113207546	101.20754716981132		inflam	65280
146.11675126903555	102.44162436548223		inflam	65280
44.170984455958546	103.62694300518135		inflam	65280
28.974358974358974	107.87179487179488		inflam	65280
182.35849056603774	108.9119496855346		inflam	65280
56.3072625698324	108.10614525139664		inflam	65280
77.21171171171171	109.8018018018018		inflam	65280
103.75665399239544	111.92395437262357		inflam	65280
218.8930817610063	114.0125786163522		inflam	65280
158.32258064516128	117.77880184331798		inflam	65280
58.93181818181818	118.17045454545455		inflam	65280
128.75625	122.5		necros	16776960
25.75449101796407	124.53293413173652		inflam	65280
46.26903553299492	124.1725888324873		inflam	65280
176.62921348314606	126.31460674157303		inflam	65280
107.01685393258427	125.01123595505618		inflam	65280
68.7557251908397	129.8969465648855		inflam	65280
145.87623762376236	130.85643564356437		inflam	65280
39.15217391304348	133.0108695652174		inflam	65280
123.22222222222223	133.3574879227053		inflam	65280
51.29767441860465	139.7813953488372		inflam	65280
21.880184331797235	147.2626728110599		inflam	65280
114.85398230088495	154.22566371681415		inflam	65280
31.885245901639344	156.6448087431694		necros	16776960
96.14367816091954	159.48275862068965		inflam	65280
183.10798122065728	164.76525821596243		necros	16776960
130.71134020618555	163.39175257731958		inflam	65280
198.08609271523179	162.04635761589404		inflam	65280
216.53439153439155	162.91534391534393		inflam	65280
160.875	165.35416666666666		inflam	65280
80.79166666666667	169.30729166666666		inflam	65280
202.97826086956522	170.5		inflam	65280
102.86976744186046	175.66046511627906		inflam	65280
55.064864864864866	178.32432432432432		inflam	65280
38.51778656126482	181.99604743083003		inflam	65280
214.10852713178295	180.66666666666666		inflam	65280
128.4862385321101	180.54128440366972		inflam	65280
196.05172413793105	184.26293103448276		necros	16776960
9.61003861003861	186.62548262548262		inflam	65280
146.15189873417722	188.91139240506328		inflam	65280
116.27777777777777	189.75		inflam	65280
70.14285714285714	194.44401544401543		inflam	65280
206.69182389937106	197.52201257861634		inflam	65280
90.84313725490196	201.57647058823528		inflam	65280
191.65238095238095	203.7952380952381		inflam	65280
55.58951965065502	205.46288209606988		inflam	65280
14.313725490196079	207.81045751633988		inflam	65280
150.3507462686567	203.6865671641791		inflam	65280
164.55357142857142	207.91071428571428		necros	16776960
74.9298245614035	217.91228070175438		inflam	65280
107.86875	218.80625		inflam	65280
91.10909090909091	219.07272727272726		inflam	65280
189.3170731707317	219.53658536585365		necros	16776960
