x	y	class	name	color
209.885	3.655		connec	255
139.81739130434784	19.617391304347827		necros	16776960
165.47668393782382	22.989637305699482		necros	16776960
15.845528455284553	21.609756097560975		necros	16776960
127.3076923076923	28.346153846153847		neopla	16711680
31.853968253968254	34.25079365079365		necros	16776960
203.93617021276594	36.808510638297875		connec	255
93.61	36.215		connec	255
121.68722466960352	45.052863436123346		neopla	16711680
218.02298850574712	56.827586206896555		connec	255
186.69753086419752	63.21141975308642		connec	255
26.453333333333333	68.35333333333334		connec	255
14.826446280991735	74.68595041322314		connec	255
74.73913043478261	86.47826086956522		neopla	16711680
37.69140625	85.328125		connec	255
210.08419497784342	98.81536189069423		connec	255
135.14583333333334	99.46354166666667		necros	16776960
46.86785714285715	101.50535714285715		connec	255
126.48314606741573	113.01123595505618		necros	16776960
58.27683615819209	116.80225988700565		connec	255
118.49462365591398	118.63440860215054		necros	16776960
55.43076923076923	130.69230769230768		connec	255
128.01007556675063	149.78337531486147		connec	255
28.778551532033426	156.55292479108635		connec	255
77.68686868686869	153.77020202020202		connec	255
212.7795275590551	152.14435695538057		connec	255
56.05607476635514	158.65420560747663		nolabe	0
154.3882783882784	158.1025641025641		necros	16776960
94.10749506903353	173.7810650887574		connec	255
198.38834951456312	165.7766990291262		connec	255
31.907692307692308	176.99487179487178		connec	255
130.67241379310346	193.19827586206895		connec	255
8.079505300353357	198.6060070671378		connec	255
31.518367346938774	196.11020408163265		connec	255
190.67864077669904	204.7135922330097		connec	255
219.2216748768473	197.79310344827587		connec	255
94.5969773299748	201.6851385390428		connec	255
135.22844827586206	218.49137931034483		connec	255
